id,filtered_words_str,features_str,label_index
R170,"maybe,heart,type,family.,several,color,ten,goal,people,visit,environmental.,experts,discuss,ongoing,developments,technology,breakthrough.","(10000,[698,1020,2227,3526,3614,4263,4506,4687,4818,5085,5089,8033,9216,9227,9462,9808,9832],[4.019381523748645,2.661258039595451,2.7200985396183848,4.019381523748645,0.691153161953081,4.137164559405029,0.691153161953081,0.6871770135734415,4.42484663185681,3.125563647726549,3.7316994512968646,4.830311739964974,5.117993812416755,4.019381523748645,0.691153161953081,4.270695952029551,3.7316994512968646])",1.0
F110,"democratic,prepare,art,add,price,though.,—,shocking,claims,celebrity,scandal,surface,internet.","(10000,[503,1738,2286,3486,4921,5606,5850,7281,7854,7936,8338,9012,9887],[0.691153161953081,4.607168188650764,3.8187108282864943,2.849310271098391,2.849310271098391,4.019381523748645,0.691153161953081,0.6792718340663283,4.270695952029551,0.691153161953081,0.691153161953081,5.523458920524919,3.6516567436233283])",0.0
F048,"trouble,test,build,knowledge,main,west,full.,direction,without,fine.,company,consumer,upon,people,any.,—,shocking,claims,secret,cure,surface,internet.","(10000,[292,503,942,1637,2909,3014,3892,4043,4263,5085,5547,5850,6586,6735,6747,7281,7864,7936,8338,8554,8993,9475],[4.830311739964974,0.691153161953081,4.830311739964974,4.137164559405029,4.42484663185681,4.270695952029551,2.5530444549552183,3.914021008090819,4.137164559405029,3.125563647726549,4.830311739964974,0.691153161953081,3.914021008090819,4.42484663185681,2.5530444549552183,0.6792718340663283,3.914021008090819,0.691153161953081,0.691153161953081,4.270695952029551,4.830311739964974,5.117993812416755])",0.0
F082,"heart,return,picture,wall.,heart,inside,report.,degree,raise,student,travel,test,term,southern,stage.,—,shocking,claims,hoax,surface,internet.","(10000,[503,635,2188,2481,3072,3527,3536,3743,4377,5432,5850,6586,6643,7281,7936,8338,8681,9066,9808,9943],[0.691153161953081,4.607168188650764,3.914021008090819,4.42484663185681,4.42484663185681,4.019381523748645,3.6516567436233283,4.42484663185681,2.60568818844064,2.6902455764687034,0.691153161953081,3.914021008090819,4.607168188650764,0.6792718340663283,0.691153161953081,0.691153161953081,4.42484663185681,4.42484663185681,8.541391904059102,4.270695952029551])",0.0
F187,"community,west,tv,space.,rich,alone,rule,seek,box,example,expect,in.,enjoy,particular,officer,live,fast,matter.,—,shocking,claims,miracle,drug,surface,internet.","(10000,[171,343,493,503,696,1098,1256,1805,1936,2492,3691,4547,5085,5850,6212,7281,7860,7922,7936,7968,8174,8338,8984,9263,9606],[4.42484663185681,4.137164559405029,4.137164559405029,0.691153161953081,4.019381523748645,4.270695952029551,3.125563647726549,4.607168188650764,4.607168188650764,4.019381523748645,4.607168188650764,4.137164559405029,3.125563647726549,0.691153161953081,3.577548771469606,0.6792718340663283,2.8844015909096608,3.914021008090819,0.691153161953081,4.830311739964974,5.117993812416755,0.691153161953081,4.270695952029551,4.42484663185681,4.42484663185681])",0.0
F027,"tax,seem,whether,admit.,man,family,group,buy,always.,draw,scene,trouble,today,tax.,—,shocking,claims,miracle,drug,surface,internet.","(10000,[80,503,1256,2569,2588,2909,3406,3761,4529,5844,5850,6587,6816,7281,7766,7860,7936,8167,8297,8338,9806],[4.137164559405029,0.691153161953081,3.125563647726549,3.6516567436233283,4.270695952029551,4.42484663185681,4.607168188650764,5.117993812416755,5.523458920524919,4.019381523748645,0.691153161953081,4.42484663185681,5.117993812416755,0.6792718340663283,3.914021008090819,2.8844015909096608,0.691153161953081,3.914021008090819,3.914021008090819,0.691153161953081,3.577548771469606])",0.0
F202,"yeah,open,method,information,seem,message,positive.,deal,wrong,source,seem.,six,identify,admit,law.,—,shocking,claims,hoax,surface,internet.","(10000,[503,1433,2588,2715,3249,3967,4377,4502,5401,5783,5850,6015,6512,7281,7721,7801,7936,8190,8338,8538,8714],[0.691153161953081,4.137164559405029,4.270695952029551,4.137164559405029,4.137164559405029,4.137164559405029,2.60568818844064,5.117993812416755,4.830311739964974,3.914021008090819,0.691153161953081,4.607168188650764,3.6516567436233283,0.6792718340663283,4.137164559405029,5.117993812416755,0.691153161953081,4.019381523748645,0.691153161953081,5.523458920524919,4.019381523748645])",0.0
F197,"win,wide,kind,improve,leader.,score,cultural,term,country,respond,like.,—,shocking,claims,secret,cure,surface,internet.","(10000,[503,1927,2188,2398,2408,2500,2836,3892,5850,6044,6747,7281,7870,7936,8338,9190,9233,9495],[0.691153161953081,4.607168188650764,3.914021008090819,4.137164559405029,4.019381523748645,4.019381523748645,4.42484663185681,2.5530444549552183,0.691153161953081,3.914021008090819,2.5530444549552183,0.6792718340663283,4.137164559405029,0.691153161953081,0.691153161953081,5.117993812416755,4.270695952029551,4.830311739964974])",0.0
R128,"movie,throw,owner,cover,explain,career,matter.,try,woman,player,pm,other.,also,dark.,experts,discuss,ongoing,developments,climate,change.","(10000,[821,1439,2059,3614,3792,4506,4563,4687,4693,4930,5341,6053,6104,6604,6717,7026,7968,8325,9231,9462],[2.849310271098391,4.270695952029551,2.661258039595451,0.691153161953081,4.137164559405029,0.691153161953081,4.607168188650764,0.6871770135734415,4.137164559405029,3.6516567436233283,4.42484663185681,3.6516567436233283,4.019381523748645,4.607168188650764,5.117993812416755,4.42484663185681,4.830311739964974,3.914021008090819,5.117993812416755,0.691153161953081])",1.0
F157,"young,find,employee,act.,red,effort,kind,agency,statement,six.,decision,candidate,produce,create,place,likely.,—,shocking,claims,government,cover-up,surface,internet.","(10000,[52,503,765,1404,1648,2141,2193,2259,3004,4358,5726,5850,6044,6390,6548,7281,7510,7809,7936,8113,8338,9813,9817],[4.607168188650764,0.691153161953081,3.6516567436233283,4.137164559405029,4.019381523748645,5.523458920524919,4.270695952029551,2.920769235080536,4.830311739964974,4.607168188650764,4.270695952029551,0.691153161953081,3.914021008090819,4.270695952029551,4.019381523748645,0.6792718340663283,4.270695952029551,4.830311739964974,0.691153161953081,4.830311739964974,0.691153161953081,2.997730276216664,3.8187108282864943])",0.0
F117,"everyone,operation,avoid,certain.,determine,hard,care,not.,—,shocking,claims,hoax,surface,internet.","(10000,[503,1388,4377,5125,5310,5850,5922,7281,7734,7936,8338,8893,9121,9380],[0.691153161953081,4.270695952029551,2.60568818844064,3.914021008090819,5.523458920524919,0.691153161953081,4.607168188650764,0.6792718340663283,4.270695952029551,0.691153161953081,0.691153161953081,3.914021008090819,5.117993812416755,4.830311739964974])",0.0
F173,"simple,note,mother,meet,score.,movement,agency,job,it.,—,shocking,claims,secret,cure,surface,internet.","(10000,[354,503,557,765,2913,3892,5294,5850,6747,7195,7281,7805,7936,8338,9909,9940],[4.607168188650764,0.691153161953081,4.42484663185681,3.6516567436233283,3.914021008090819,2.5530444549552183,4.270695952029551,0.691153161953081,2.5530444549552183,4.607168188650764,0.6792718340663283,5.117993812416755,0.691153161953081,0.691153161953081,4.137164559405029,4.42484663185681])",0.0
F024,"subject,medical,learn,candidate,station,station.,serve,lose,add,answer,wall,child,experience.,national,gun,pretty.,—,shocking,claims,aliens,surface,internet.","(10000,[503,650,1290,1725,2072,3619,4358,4422,5850,5967,6404,7244,7281,7910,7936,8268,8313,8338,8415,8655,9324,9887],[0.691153161953081,2.958509563063383,5.523458920524919,3.8187108282864943,5.117993812416755,4.137164559405029,4.607168188650764,4.830311739964974,0.691153161953081,4.270695952029551,4.607168188650764,4.019381523748645,0.6792718340663283,4.137164559405029,0.691153161953081,3.8187108282864943,4.137164559405029,0.691153161953081,4.270695952029551,4.137164559405029,4.830311739964974,3.6516567436233283])",0.0
F096,"hundred,design,order,bad.,foreign,win,dog.,—,shocking,claims,celebrity,scandal,surface,internet.","(10000,[503,1122,1226,2398,3486,3922,3935,4921,5175,5850,6206,7281,7936,8338],[0.691153161953081,4.607168188650764,4.830311739964974,4.137164559405029,2.849310271098391,4.270695952029551,4.42484663185681,2.849310271098391,3.914021008090819,0.691153161953081,4.019381523748645,0.6792718340663283,0.691153161953081,0.691153161953081])",0.0
R247,"cut,main,hit,nothing,concern.,environment,involve,book,language,important,behavior,news.,experts,discuss,ongoing,developments,public,health.","(10000,[393,735,1195,1206,1637,1716,1770,1967,2407,3614,4292,4506,4687,6219,6271,8252,9462,9719],[4.137164559405029,4.019381523748645,3.8187108282864943,4.830311739964974,4.137164559405029,4.270695952029551,3.0385522707369192,4.019381523748645,3.914021008090819,0.691153161953081,4.830311739964974,0.691153161953081,0.6871770135734415,3.125563647726549,4.137164559405029,4.019381523748645,0.691153161953081,5.117993812416755])",1.0
F226,"prepare,arm,magazine,son.,accept,bit.,responsibility,program,opportunity,dream,among.,—,shocking,claims,government,cover-up,surface,internet.","(10000,[503,573,1440,1595,2071,2259,2286,2366,2657,3502,3984,5850,6976,7281,7936,8338,8413,9813],[0.691153161953081,3.577548771469606,4.830311739964974,4.607168188650764,4.607168188650764,2.920769235080536,3.8187108282864943,3.7316994512968646,3.8187108282864943,4.42484663185681,3.914021008090819,0.691153161953081,4.137164559405029,0.6792718340663283,0.691153161953081,0.691153161953081,3.8187108282864943,2.997730276216664])",0.0
F100,"trade,war,figure,character,maintain.,director,thought,discover,charge,early.,—,shocking,claims,flat,earth,surface,internet.","(10000,[55,419,503,1853,2918,3753,4110,4170,4867,5850,6475,6812,7281,7936,8338,8719,9676],[4.830311739964974,4.137164559405029,0.691153161953081,4.270695952029551,3.0385522707369192,5.523458920524919,4.019381523748645,4.270695952029551,4.137164559405029,0.691153161953081,5.523458920524919,4.270695952029551,0.6792718340663283,0.691153161953081,0.691153161953081,4.019381523748645,3.0385522707369192])",0.0
F246,"control,fast,everybody.,measure,drive,seem,film.,section,argue,table,blue,hundred,coach,nice.,—,shocking,claims,government,cover-up,surface,internet.","(10000,[503,528,1208,2259,2588,2806,3514,3730,3931,5175,5183,5768,5850,6325,6968,7281,7936,8338,8780,9263,9813],[0.691153161953081,4.270695952029551,2.8844015909096608,2.920769235080536,4.270695952029551,5.523458920524919,4.270695952029551,4.270695952029551,4.019381523748645,3.914021008090819,5.117993812416755,4.42484663185681,0.691153161953081,4.607168188650764,4.137164559405029,0.6792718340663283,0.691153161953081,0.691153161953081,5.117993812416755,4.42484663185681,2.997730276216664])",0.0
F183,"leader,investment,memory,thank.,—,shocking,claims,aliens,surface,internet.","(10000,[503,650,798,1526,1562,5850,6941,7281,7936,8338],[0.691153161953081,2.958509563063383,5.117993812416755,4.137164559405029,3.8187108282864943,0.691153161953081,3.577548771469606,0.6792718340663283,0.691153161953081,0.691153161953081])",0.0
R063,"hospital,serve,since.,story,last,stock,husband.,experts,discuss,ongoing,developments,policy.","(10000,[793,1725,3614,3989,4506,4687,4930,6855,6944,7699,9142,9462],[4.270695952029551,3.8187108282864943,0.691153161953081,3.7316994512968646,0.691153161953081,0.6871770135734415,3.6516567436233283,4.137164559405029,2.849310271098391,5.523458920524919,5.523458920524919,0.691153161953081])",1.0
R005,"every,option,expect.,media,activity,feel,challenge,little,actually.,hot,mention,outside,focus,school,tax,often.,experts,discuss,ongoing,developments,election.","(10000,[1209,1590,2679,2907,3115,3556,3614,3888,3931,4506,4687,5935,6587,8110,8219,8568,8757,9462,9613,9681,9693],[3.914021008090819,4.137164559405029,3.914021008090819,4.42484663185681,3.914021008090819,2.8844015909096608,0.691153161953081,5.523458920524919,4.019381523748645,0.691153161953081,0.6871770135734415,4.137164559405029,4.42484663185681,4.019381523748645,4.830311739964974,4.019381523748645,5.117993812416755,0.691153161953081,3.7316994512968646,4.830311739964974,4.607168188650764])",1.0
R084,"sign,occur,professor,black,edge.,beyond,rate,system,important,past,difficult,garden,edge.,experts,discuss,ongoing,developments,election.","(10000,[253,1712,1921,1948,1967,2543,3556,3614,3996,4506,4687,5936,6756,8859,8900,9275,9462],[4.607168188650764,3.8187108282864943,4.137164559405029,3.6516567436233283,4.019381523748645,4.019381523748645,2.8844015909096608,0.691153161953081,3.383392757028649,0.691153161953081,0.6871770135734415,4.607168188650764,3.5085558999826545,10.23598762483351,4.019381523748645,4.019381523748645,0.691153161953081])",1.0
R124,"step,training,serve,expect,thousand,mission.,various,ready,trial,air.,baby,remain,add,case,approach.,experts,discuss,ongoing,developments,education.","(10000,[1348,1558,1725,1918,3410,3614,3691,4489,4506,4687,5047,5205,6342,6434,6557,6647,6798,7538,9462,9887],[4.019381523748645,4.42484663185681,3.8187108282864943,5.117993812416755,4.270695952029551,0.691153161953081,4.607168188650764,5.523458920524919,0.691153161953081,0.6871770135734415,2.661258039595451,4.137164559405029,4.270695952029551,4.830311739964974,4.019381523748645,4.137164559405029,3.914021008090819,4.137164559405029,0.691153161953081,3.6516567436233283])",1.0
R118,"country,hair,something,investment.,college,land,realize,four,information,best.,evening,work,ground.,experts,discuss,ongoing,developments,research.","(10000,[1243,1582,1734,3614,4506,4687,5286,6043,7066,7148,7664,7870,8057,8190,8678,9462,9527,9826],[3.914021008090819,4.137164559405029,5.117993812416755,0.691153161953081,0.691153161953081,0.6871770135734415,4.019381523748645,4.42484663185681,2.7826188965997183,4.607168188650764,4.137164559405029,4.137164559405029,3.7316994512968646,4.019381523748645,4.830311739964974,0.691153161953081,4.137164559405029,4.42484663185681])",1.0
F001,"issue,international,reflect,material,individual,share.,—,shocking,claims,aliens,surface,internet.","(10000,[188,503,650,3032,3231,5321,5850,6616,7281,7936,8338,8614],[4.270695952029551,0.691153161953081,2.958509563063383,5.117993812416755,3.8187108282864943,4.137164559405029,0.691153161953081,4.137164559405029,0.6792718340663283,0.691153161953081,0.691153161953081,4.42484663185681])",0.0
F007,"break,meeting,culture,green,material,tv,inside.,century,describe,recently.,two,conference,could.,—,shocking,claims,immortal,jellyfish,surface,internet.","(10000,[20,503,551,668,1031,2066,3231,4547,4728,5465,5657,5850,7085,7281,7841,7876,7936,8338,8645,9876],[4.270695952029551,0.691153161953081,4.270695952029551,3.914021008090819,5.523458920524919,2.7508701982851385,3.8187108282864943,4.137164559405029,4.270695952029551,4.42484663185681,4.42484663185681,0.691153161953081,4.137164559405029,0.6792718340663283,4.270695952029551,5.117993812416755,0.691153161953081,0.691153161953081,4.270695952029551,2.7508701982851385])",0.0
F046,"phone,improve,language.,safe,last,whose.,—,shocking,claims,mind,control,surface,internet.","(10000,[503,1208,1626,2408,3184,3989,5850,6383,7281,7642,7936,8338,9998],[0.691153161953081,2.8844015909096608,4.830311739964974,4.019381523748645,2.8844015909096608,3.7316994512968646,0.691153161953081,5.117993812416755,0.6792718340663283,4.607168188650764,0.691153161953081,0.691153161953081,4.830311739964974])",0.0
R103,"five,admit,discussion,first,character.,design,able,from.,use,memory,remember,day,wall.,economic,suggest,crime,feel,say,major,stage,heavy.,experts,discuss,ongoing,developments,research.","(10000,[30,731,1058,1411,3072,3115,3495,3496,3614,3922,4506,4687,5133,5315,5685,5862,5974,6403,6941,7066,7816,8530,8714,9133,9144,9462],[4.137164559405029,4.019381523748645,4.137164559405029,5.117993812416755,4.42484663185681,3.914021008090819,5.523458920524919,4.42484663185681,0.691153161953081,4.270695952029551,0.691153161953081,0.6871770135734415,3.914021008090819,4.270695952029551,4.137164559405029,4.137164559405029,3.7316994512968646,4.137164559405029,3.577548771469606,2.7826188965997183,4.019381523748645,5.523458920524919,4.019381523748645,4.607168188650764,2.6330871626287546,0.691153161953081])",1.0
R037,"enjoy,rich,rate,page,believe.,entire,star,can.,relate,home,rather,parent.,experts,discuss,ongoing,developments,budget,report.","(10000,[253,586,988,1247,1805,2827,2837,3365,3614,4506,4687,4991,5170,5432,6212,7958,8824,9462],[4.607168188650764,5.117993812416755,4.270695952029551,5.117993812416755,4.607168188650764,4.137164559405029,4.830311739964974,4.607168188650764,0.691153161953081,0.691153161953081,0.6871770135734415,2.579019941358479,4.137164559405029,2.6902455764687034,3.577548771469606,5.523458920524919,4.270695952029551,0.691153161953081])",1.0
F193,"throw,decade,hospital.,happy,woman,room.,growth,pretty,college,network,radio,left,road,coach.,foreign,forget,might,response,may.,—,shocking,claims,secret,cure,surface,internet.","(10000,[320,503,934,1479,1662,2366,2445,3892,3919,3924,4563,5347,5725,5850,6030,6206,6572,6747,7146,7281,7936,8057,8325,8338,9086,9152],[4.137164559405029,0.691153161953081,4.607168188650764,4.830311739964974,4.137164559405029,3.7316994512968646,4.019381523748645,2.5530444549552183,5.117993812416755,4.137164559405029,4.607168188650764,4.137164559405029,4.607168188650764,0.691153161953081,4.270695952029551,4.019381523748645,5.117993812416755,2.5530444549552183,3.7316994512968646,0.6792718340663283,0.691153161953081,3.7316994512968646,3.914021008090819,0.691153161953081,4.42484663185681,4.137164559405029])",0.0
R166,"property,subject,call,recent.,experts,discuss,ongoing,developments,election.","(10000,[2733,3556,3614,4506,4687,5146,7117,8655,9462],[4.830311739964974,2.8844015909096608,0.691153161953081,0.691153161953081,0.6871770135734415,3.8187108282864943,5.117993812416755,4.137164559405029,0.691153161953081])",1.0
F017,"future,simply,fund,opportunity,trip,image,stock,need.,position,seven,us,well,story.,—,shocking,claims,immortal,jellyfish,surface,internet.","(10000,[157,503,793,1339,1642,2066,4638,5303,5782,5850,6488,6544,6624,6660,6976,7281,7850,7936,8338,9876],[3.8187108282864943,0.691153161953081,4.270695952029551,4.270695952029551,3.8187108282864943,2.7508701982851385,4.270695952029551,4.607168188650764,4.42484663185681,0.691153161953081,3.914021008090819,4.830311739964974,4.830311739964974,4.270695952029551,4.137164559405029,0.6792718340663283,3.914021008090819,0.691153161953081,0.691153161953081,2.7508701982851385])",0.0
R008,"answer,receive,news,bank,color,easy,page.,strong,dog,board.,book,recent,wonder,where.,experts,discuss,ongoing,developments,economic,growth.","(10000,[393,760,2433,3614,3619,3813,4506,4522,4617,4687,4723,5305,5591,6355,8982,9034,9144,9462,9564,9832],[4.137164559405029,4.42484663185681,4.137164559405029,0.691153161953081,4.137164559405029,5.117993812416755,0.691153161953081,5.117993812416755,3.7316994512968646,0.6871770135734415,4.42484663185681,5.117993812416755,4.42484663185681,4.019381523748645,3.914021008090819,2.920769235080536,2.6330871626287546,0.691153161953081,4.42484663185681,3.7316994512968646])",1.0
F071,"others,suffer,republican,operation.,agreement,provide,hair,first,however.,science,available,alone,continue,difficult,kind.,group,see,strategy,begin.,—,shocking,claims,celebrity,scandal,surface,internet.","(10000,[503,743,1712,2291,2475,2492,2784,3363,3486,4616,4921,5354,5850,5887,5946,6135,6403,6940,7274,7281,7664,7766,7936,8338,8413,9261],[0.691153161953081,4.830311739964974,3.8187108282864943,3.914021008090819,4.137164559405029,4.019381523748645,5.117993812416755,5.523458920524919,2.849310271098391,4.270695952029551,2.849310271098391,3.914021008090819,0.691153161953081,4.019381523748645,4.137164559405029,4.830311739964974,4.137164559405029,5.117993812416755,5.523458920524919,0.6792718340663283,4.137164559405029,3.914021008090819,0.691153161953081,0.691153161953081,3.8187108282864943,4.607168188650764])",0.0
F028,"else,talk.,fall,expert,sign,find,defense,similar,fly.,—,shocking,claims,mind,control,surface,internet.","(10000,[503,914,1208,3184,3543,3729,3809,5034,5850,6756,7046,7230,7281,7510,7936,8338],[0.691153161953081,4.019381523748645,2.8844015909096608,2.8844015909096608,4.137164559405029,4.019381523748645,5.523458920524919,4.019381523748645,0.691153161953081,3.5085558999826545,4.270695952029551,5.523458920524919,0.6792718340663283,4.270695952029551,0.691153161953081,0.691153161953081])",0.0
F227,"begin,language,fight,air.,difficult,interest,raise,site,investment,wife.,popular,game,ground,life.,—,shocking,claims,immortal,jellyfish,surface,internet.","(10000,[70,503,1513,1562,1712,1716,1918,2066,2526,3527,5399,5535,5850,5891,6148,6487,7281,7936,8338,8975,9876],[4.42484663185681,0.691153161953081,4.137164559405029,3.8187108282864943,3.8187108282864943,4.270695952029551,5.117993812416755,2.7508701982851385,5.117993812416755,4.019381523748645,5.523458920524919,5.117993812416755,0.691153161953081,3.914021008090819,4.019381523748645,4.270695952029551,0.6792718340663283,0.691153161953081,0.691153161953081,3.7316994512968646,2.7508701982851385])",0.0
R200,"skill,live,impact,than.,different,several,more.,experts,discuss,ongoing,developments,public,health.","(10000,[416,493,1770,1822,1972,3614,4506,4687,6219,6683,9227,9462,9968],[5.523458920524919,4.137164559405029,3.0385522707369192,5.523458920524919,4.137164559405029,0.691153161953081,0.691153161953081,0.6871770135734415,3.125563647726549,4.42484663185681,4.019381523748645,0.691153161953081,4.42484663185681])",1.0
R225,"describe,poor,ask,family,yes,official,message.,experts,discuss,ongoing,developments,climate,change.","(10000,[821,2059,3507,3614,4506,4687,5044,7055,7085,8103,8297,8485,9462],[2.849310271098391,2.661258039595451,4.137164559405029,0.691153161953081,0.691153161953081,0.6871770135734415,4.607168188650764,5.523458920524919,4.137164559405029,4.019381523748645,3.914021008090819,4.270695952029551,0.691153161953081])",1.0
R062,"bring,attorney,collection,conference,degree,way.,start,receive,save,member,perhaps,star.,usually,hour,section,leg,grow.,experts,discuss,ongoing,developments,budget,report.","(10000,[527,1259,2990,2996,3057,3614,4506,4520,4617,4639,4687,4853,4991,5432,5657,6097,6290,6790,6968,8094,8209,9462,9943],[4.607168188650764,3.7316994512968646,4.270695952029551,4.137164559405029,3.6516567436233283,0.691153161953081,0.691153161953081,4.137164559405029,3.7316994512968646,5.117993812416755,0.6871770135734415,4.270695952029551,2.579019941358479,2.6902455764687034,4.42484663185681,4.830311739964974,4.019381523748645,4.270695952029551,4.137164559405029,4.830311739964974,4.019381523748645,0.691153161953081,4.270695952029551])",1.0
F033,"group,eye,account,conference,appear,drive.,turn,network,member,suggest,concern,second.,—,shocking,claims,hoax,surface,internet.","(10000,[190,503,1341,1968,3886,4377,5657,5850,6790,7281,7766,7816,7936,8182,8338,9152,9187,9391],[4.830311739964974,0.691153161953081,3.914021008090819,4.42484663185681,4.019381523748645,2.60568818844064,4.42484663185681,0.691153161953081,4.270695952029551,0.6792718340663283,3.914021008090819,4.019381523748645,0.691153161953081,4.42484663185681,0.691153161953081,4.137164559405029,4.830311739964974,3.6516567436233283])",0.0
F012,"trial,sign,past,could.,partner,help,central,hot,ground,approach,share,wind.,realize,ahead,recognize,several,according,very.,—,shocking,claims,hoax,surface,internet.","(10000,[116,503,1582,1978,3095,3410,3947,4377,5850,6466,6487,6756,7281,7564,7876,7936,8171,8268,8338,8928,9227,9275,9347,9693],[4.019381523748645,0.691153161953081,4.137164559405029,4.607168188650764,4.42484663185681,4.270695952029551,4.270695952029551,2.60568818844064,0.691153161953081,4.607168188650764,4.270695952029551,3.5085558999826545,0.6792718340663283,4.137164559405029,5.117993812416755,0.691153161953081,3.7316994512968646,3.8187108282864943,0.691153161953081,4.607168188650764,4.019381523748645,4.019381523748645,4.270695952029551,4.607168188650764])",0.0
